NodeIndex,GeneSymbol,PAD
192,GP9,0
193,GLI2,0
194,AQP5,0
195,TRPC4,0
196,CEP350,0
197,NTHL1,0
198,FBXO46,0
199,TTC30A,0
200,HNRNPAB,0
201,RASD2,0
202,ACOT1,0
203,CHPF2,0
204,CHN1,0
205,C9orf78,0
206,NR2E3,0
207,SAMD9L,0
208,POLE4,0
209,CBS,0
210,TARDBP,0
211,EMC1,0
212,ADGRA2,0
213,RXRB,0
214,FANCF,0
215,CDK2,0
216,IL6ST,0
217,UCK2,0
218,CNGA1,0
219,CPLX4,0
220,SIRT3,0
221,SUPT6H,0
222,PHEX,0
223,SNRNP70,0
224,FBLN1,0
225,CASP6,0
226,PRPF19,0
227,LMNB2,0
228,TAB1,0
229,NAALADL1,0
230,DOCK8,0
231,GRIN2B,0
232,FRRS1L,0
233,DNAH12,0
234,TNFSF10,0
235,CLN8,0
236,CFTR,0
237,SLF1,0
238,GABARAP,0
239,VEGFC,0
240,PRPH2,0
241,DDX27,0
242,SPOCK1,0
243,C6,0
244,GBP1,0
245,CBL,0
246,GID4,0
247,GEMIN6,0
248,MCCC2,0
249,MAP2K6,0
250,RYR3,0
251,PJA1,0
252,MICOS10,0
253,SELENOI,0
254,OR1F1,0
255,MECR,0
256,AFF1,0
257,MYOG,0
258,GPC3,0
259,CPA1,0
260,FLG,0
261,PAQR6,0
262,CGB5,0
263,SLMAP,0
264,CHST14,0
265,PLGRKT,0
266,SUV39H1,0
267,CTSH,0
268,LUM,0
269,GAGE12E,0
270,FBXO31,0
271,WBP1,0
272,RIOK3,0
273,SPACA1,0
274,HIGD2A,0
275,GSTA4,0
276,GIMAP7,0
277,GNAT2,0
278,DNM1L,0
279,GNE,0
280,ENPP1,0
281,GCM2,0
282,CSN2,0
283,VPS18,0
284,GNB1L,0
285,MSMO1,0
286,TIAM1,0
287,CFAP20,0
288,DNM2,0
289,CACNA2D3,0
290,PAICS,0
291,GARS1,0
292,ATP5IF1,0
293,EED,0
294,NVL,0
295,KRT8,0
296,GRK7,0
297,DOHH,0
298,LNP1,0
299,SPC25,0
300,TNF,1
301,MT-ATP8,0
302,CTSK,0
303,SDCBP2,0
304,TAF11L12,0
305,RAMAC,0
306,PDPK1,0
307,A4GALT,0
308,POM121C,0
309,MELK,0
310,TJP1,0
311,FAAP24,0
312,SGCD,0
313,GABPA,0
314,GSTO2,0
315,GAB1,0
316,MRPS18B,0
317,ACAN,0
318,B3GNT6,0
319,DSN1,0
320,PTMA,0
321,MTPAP,0
322,MEAK7,0
323,MSRA,0
324,ABI3,0
325,PLXNA1,0
326,CXCR2,0
327,FAAH,0
328,RPS24,0
329,SPATA5L1,0
330,INO80D,0
331,DDX47,0
332,TMEM126B,0
333,CITED2,0
334,EXO1,0
335,INHBC,0
336,APOA1,0
337,DHH,0
338,KRT1,0
339,NAA10,0
340,PPP1R17,0
341,NANOGP8,0
342,PDCD1LG2,0
343,CKM,0
344,NFATC4,0
345,HLA-A,0
346,MYL7,0
347,RXRG,0
348,E2F5,0
349,U3KQK5_HUMAN,0
350,PRDX2,0
351,RBPJ,0
352,CAMKMT,0
353,H4C1,0
354,TAC3,0
355,PYCARD,0
356,PFDN5,0
357,GDF5,0
358,EFNA2,0
359,SHLD3,0
360,ASS1,0
361,ATM,1
362,RETNLB,0
363,MICU2,0
364,CCNB2,0
365,GLS,0
366,FBXO33,0
367,DRG1,0
368,ARC,0
369,ELL3,0
370,PLCZ1,0
371,HNRNPF,0
372,SKA1,0
373,COL11A2,0
374,RABGGTA,0
375,APBB1IP,0
376,CREB3,0
377,TKTL1,0
378,INTS1,0
379,ADAT2,0
380,PPIL3,0
381,RORC,0
382,SHC4,0
383,SLC25A13,0
384,ROCK2,0
385,KLRC1,0
386,EPB42,0
387,CDK8,0
388,TNKS1BP1,0
389,MDK,0
390,IFNGR2,0
391,LIN9,0
392,IL2RA,0
393,PIGM,0
394,ATP5PF,0
395,ALDH5A1,0
396,SPTLC2,0
397,RPRD1B,0
398,NEDD4,0
399,NAA15,0
400,HDAC9,0
401,TNFSF12,0
402,NEK8,0
403,SERPINI1,0
404,KIF27,0
405,LCP2,0
406,TLCD3B,0
407,SCG2,0
408,RFC4,0
409,GOLGA7,0
410,ESS2,0
411,MCFD2,0
412,GSK3A,0
413,MAK,0
414,PPCDC,0
415,MKNK1,0
416,MICB,0
417,GFOD1,0
418,AVPR2,0
419,KDELR3,0
420,XCR1,0
421,SLC10A1,0
422,ADAM19,0
423,PPP4R3B,0
424,UGT1A4,0
425,CTSL,0
426,STAT2,0
427,MRI1,0
428,BBC3,0
429,PRKCZ,0
430,ERV3-1,0
431,MPP4,0
432,NECTIN1,0
433,CHI3L1,0
434,COL1A2,0
435,CDC45,0
436,EMILIN1,0
437,NFATC1,0
438,PAQR5,0
439,TFPI2,0
440,ACADVL,0
441,YBX2,0
442,ATP11A,0
443,HIBCH,0
444,PDGFRB,0
445,PPP2R2D,0
446,OIP5,0
447,VASP,0
448,DHX33,0
449,XPC,0
450,NR1H3,0
451,ZC3H12A,0
452,TRAT1,0
453,CCDC86,0
454,MRPS34,0
455,UBE2B,0
456,CENPP,0
457,NR4A1,0
458,MMP9,0
459,PNPT1,0
460,MAPK7,0
461,NAF1,0
462,NPLOC4,0
463,MOV10,0
464,TFDP2,0
465,BMPR1B,0
466,ENPP3,0
467,PRDX3,0
468,RAP1GDS1,0
469,VEZT,0
470,SGSM3,0
471,TRAK1,0
472,ACAD10,0
473,PIP4P2,0
474,C1D,0
475,TENT2,0
476,SRP19,0
477,PLEKHA8,0
478,WDR82,0
479,HBZ,0
480,RNF128,0
481,ALDH3A2,0
482,RASSF8,0
483,OAS2,0
484,PREB,0
485,DDX54,0
486,FRS2,0
487,INPPL1,0
488,NOXA1,0
489,RPL35A,0
490,RAB7A,0
491,GALNT5,0
492,FN1,0
493,SCN2B,0
494,FBXO16,0
495,F5,0
496,SLC26A6,0
497,JAK2,1
498,HEMK1,0
499,DCAF17,0
500,IMPG2,0
501,RPL6,0
502,DNMT3B,0
503,CACNG1,0
504,SERPINB4,0
505,DHTKD1,0
506,MYBPC2,0
507,TLR7,0
508,EXTL1,0
509,TMED8,0
510,PGK1,0
511,PCYOX1,0
512,NAA60,0
513,NDUFAF2,0
514,TBL1Y,0
515,RPL32,0
516,ZHX2,0
517,RDH10,0
518,COX7A2,0
519,LRCH1,0
520,LARGE1,0
521,DKKL1,0
522,TSSK6,0
523,DMAP1,0
524,BAZ1A,0
525,ORC5,0
526,TADA2A,0
527,LIPE,0
528,GAPDHS,0
529,PGR,0
530,FBXW9,0
531,RFC1,0
532,CKLF,0
533,FCGR1A,0
534,PSMA3,0
535,IFT22,0
536,NPSR1,0
537,RAB5A,0
538,CLDN10,0
539,DSG2,0
540,MIEF1,0
541,NUP62CL,0
542,MCL1,0
543,OLR1,0
544,RPL9,0
545,CLP1,0
546,SLCO1B3,0
547,VPS25,0
548,MED12,0
549,SRPRB,0
550,NLRP9,0
551,BCS1L,0
552,SNX1,0
553,SDCBP,0
554,XRN2,0
555,FAM183A,0
556,CCT7,0
557,PKLR,0
558,H2BC11,0
559,CAMKK2,0
560,IL4,0
561,RBBP6,0
562,ICE2,0
563,GOSR2,0
564,ARF3,0
565,TAS1R2,0
566,NOP10,0
567,CGREF1,0
568,AXIN2,0
569,VPS37D,0
570,PI4KA,0
571,CCL23,0
572,PPP2R2C,0
573,CHML,0
574,BRMS1,0
575,FAM53C,0
576,EDNRA,0
577,SRPK2,0
578,CD3EAP,0
579,KIF17,0
580,SGPP1,0
581,EPAS1,0
582,SYN2,0
583,TIMM17A,0
584,DNTT,0
585,PWWP3B,0
586,WNT9B,0
587,TET3,0
588,AGBL2,0
589,COL14A1,0
590,ADH7,0
591,NEK9,0
592,TIMP3,0
593,OSBPL3,0
594,CPT1C,0
595,HLF,0
596,NOP56,0
597,NOVA1,0
598,JAG1,1
599,MBNL1,0
600,EIF4H,0
601,PDS5A,0
602,DERL1,0
603,AGT,0
604,ANGPTL3,0
605,HPDL,0
606,LRP5,0
607,XRCC4,0
608,PRDM16,0
609,LTC4S,0
610,SPINT2,0
611,SCN11A,0
612,GCFC2,0
613,ATP5MC1,0
614,GABRG1,0
615,USP49,0
616,PTAR1,0
617,METTL6,0
618,MLF2,0
619,DIAPH1,0
620,EDF1,0
621,POLR3E,0
622,LINGO1,0
623,PEX2,0
624,CADM3,0
625,PROSER3,0
626,ARR3,0
627,ACOX2,0
628,CD207,0
629,PSG1,0
630,F12,0
631,POLA2,0
632,LHX6,0
633,FZD4,0
634,SLC35B1,0
635,SIGLEC15,0
636,CEACAM8,0
637,CDC42,0
638,SMURF1,0
639,KIR2DL3,0
640,CERS4,0
641,PLCB4,0
642,ATP8A1,0
643,NPPA,0
644,ARPC5,0
645,ETS1,0
646,RPL35,0
647,KLC2,0
648,DIS3,0
649,KCNQ2,0
650,WAS,0
651,MX1,0
652,NFU1,0
653,HCFC2,0
654,UBFD1,0
655,HAUS6,0
656,DELE1,0
657,DPPA5,0
658,PPP2R3C,0
659,BMP7,0
660,C17orf49,0
661,IAH1,0
662,BST2,0
663,DFFA,0
664,DMD,0
665,SCGB1D2,0
666,BBS2,0
667,FMNL2,0
668,SDC4,0
669,KDM5C,0
670,LDB1,0
671,WDR75,0
672,DNAAF2,0
673,LPL,1
674,SLC9A3R1,0
675,LBX1,0
676,P2RY13,0
677,ATP10D,0
678,PFKFB3,0
679,TTN,0
680,GTF3C4,0
681,NCAM1,0
682,SETD1B,0
683,GAA,0
684,LIPG,0
685,AP1M1,0
686,LEFTY1,0
687,SLC25A17,0
688,ESF1,0
689,WIF1,0
690,PGAM1,0
691,ENDOU,0
692,ANO6,0
693,P3H1,0
694,CD209,0
695,FZR1,0
696,ALDH6A1,0
697,STX11,0
698,H2BW1,0
699,IL4R,0
700,ITIH3,0
701,LPAR3,0
702,CDKN1B,0
703,KHSRP,0
704,TUBG1,0
705,CREBL2,0
706,MOB1B,0
707,TNIP1,0
708,PRPF38B,0
709,SAP130,0
710,BNIP3L,0
711,SMN1,0
712,CALML6,0
713,PUF60,0
714,ITGB7,0
715,SEM1,0
716,RAVER1,0
717,TAF11L11,0
718,TFRC,0
719,SPTLC1,0
720,KIF7,0
721,MGAT5,0
722,HMGA1,0
723,SIRT1,0
724,PTGS1,0
725,RPS20,0
726,SCNN1B,0
727,ACTN4,0
728,STX1A,0
729,IL12RB2,0
730,RPS27L,0
731,THBD,1
732,ABCA12,0
733,ROCK1,0
734,CAPN1,0
735,CPEB1,0
736,SRXN1,0
737,EPHA8,0
738,VTI1A,0
739,PIAS2,0
740,APC2,0
741,MAX,0
742,REG1B,0
743,PHF6,0
744,ATXN1,0
745,SERPINB3,0
746,SUMO2,0
747,ANAPC4,0
748,OSTC,0
749,MIOX,0
750,CC2D1B,0
751,MRPS35,0
752,MED21,0
753,SLC22A17,0
754,UCMA,0
755,MACROH2A2,0
756,PAK6,0
757,LTBP3,0
758,MED11,0
759,RETSAT,0
760,GON7,0
761,NDUFB6,0
762,TXLNA,0
763,FOSB,0
764,METAP1,0
765,FBXW5,0
766,AIPL1,0
767,HIF1A,0
768,HABP4,0
769,TNFSF13B,0
770,MASP1,0
771,AK4,0
772,FBXO43,0
773,SEC22A,0
774,XXYLT1,0
775,UGT1A3,0
776,C1GALT1,0
777,NGF,0
778,DNAJB1,0
779,AMELY,0
780,TFB1M,0
781,ING1,0
782,MAPK3,0
783,AGTRAP,0
784,PMP22,0
785,PSMC3IP,0
786,GTF2E1,0
787,PDK3,0
788,SERPIND1,0
789,USH1G,0
790,PRAMEF15,0
791,AMDHD2-2,0
792,TMEM237,0
793,FGF6,0
794,PVALB,0
795,TLNRD1,0
796,VCAM1,0
797,RBFOX2,0
798,UBE2D1,0
799,APRT,0
800,INS,1
801,PPM1H,0
802,KRI1,0
803,LAP3,0
804,APBB1,0
805,ABCF1,0
806,H3C10,0
807,GPN2,0
808,BIRC5,0
809,IRS4,0
810,GPN1,0
811,USE1,0
812,TBX21,0
813,RPS14,0
814,KIF3A,0
815,SLC5A6,0
816,MRPL14,0
817,PGM1,0
818,KIRREL1,0
819,TLR4,0
820,ESR2,0
821,ESYT1,0
822,HNRNPU,0
823,TULP1,0
824,GPR37,0
825,RANGAP1,0
826,MCAT,0
827,MYD88,0
828,OTUD3,0
829,C12orf43,0
830,AKAP10,0
831,TBXA2R,0
832,HDDC3,0
833,ZNHIT2,0
834,PRORP,0
835,MPHOSPH8,0
836,PRIMPOL,0
837,PET100,0
838,ANXA5,0
839,ARF5,0
840,AKR1C3,0
841,RAD21,0
842,CDHR5,0
843,TNS2,0
844,EIF4EBP2,0
845,RPS3A,0
846,CELA3A,0
847,E2F3,0
848,LRRK2,0
849,MRPS31,0
850,UQCRH,0
851,FUBP1,0
852,TPT1,0
853,CACNG7,0
854,NFKBIZ,0
855,COL10A1,0
856,SNAPC2,0
857,CHORDC1,0
858,PROKR2,0
859,LAMB1,0
860,NRDE2,0
861,CA5B,0
862,ZNF91,0
863,GAGE1,0
864,KRT19,0
865,FKBP1A,0
866,H1-4,0
867,EMC10,0
868,CLEC2B,0
869,RPS28,0
870,PGLYRP1,0
871,IFT81,0
872,BHLHE40,0
873,SSU72P4,0
874,TPRN,0
875,PRCC,0
876,ATP7A,0
877,ANP32E,0
878,RPA1,0
879,FLT3,0
880,IL19,0
881,EXT2,0
882,HLA-DRB5,0
883,ESR1,0
884,INHBA,0
885,KCNA6,0
886,MEFV,0
887,MRPL16,0
888,NUP58,0
889,USH1C,0
890,RPL4,0
891,GATAD2B,0
892,SAA1,0
893,SLX4,0
894,NRROS,0
895,ATF6B,0
896,ASAP2,0
897,SYT9,0
898,CACNG3,0
899,RAET1L,0
900,PGRMC2,0
901,RPS6KA1,0
902,TIPIN,0
903,S1PR3,0
904,PPA1,0
905,DEFA1B,0
906,TAGLN3,0
907,NAT1,0
908,ATP2A2,0
909,HYOU1,0
910,TEF,0
911,CHAC1,0
912,LGMN,0
913,PPP1R9B,0
914,EPHA4,0
915,GALNT10,0
916,GNA12,0
917,RBM10,0
918,FBXL5,0
919,SGCG,0
920,H4C9,0
921,METTL8,0
922,DDA1,0
923,COX11,0
924,CRY2,0
925,HYDIN,0
926,AMACR,0
927,ADA2,0
928,STT3B,0
929,GREM1,0
930,HRH1,0
931,ASIC4,0
932,BRK1,0
933,BSN,0
934,PSMG3,0
935,QRFP,0
936,CYP3A5,0
937,ITGAV,0
938,GTF2H1,0
939,SYNM,0
940,AGMO,0
941,NLRC4,0
942,ASPHD1,0
943,WIPF3,0
944,FANCL,0
945,PGA5,0
946,BCL6,0
947,SCN5A,0
948,ADK,0
949,LARGE2,0
950,CREB5,0
951,TRMT112,0
952,DR1,0
953,CYP11B2,0
954,APLP1,0
955,NDUFA1,0
956,RTCA,0
957,ORM2,0
958,PRLHR,0
959,TTLL4,0
960,TAF11L2,0
961,SST,0
962,LAMC3,0
963,NCF1,0
964,EXOC3L1,0
965,XRCC1,0
966,EIF1B,0
967,UBQLN2,0
968,HNRNPDL,0
969,WDR54,0
970,PPP1R7,0
971,POLG,0
972,TCF7L2,0
973,GNRH1,0
974,CD36,0
975,GNMT,0
976,SH3BGRL3,0
977,EVI5,0
978,YARS2,0
979,GSTM3,0
980,SPAG7,0
981,FOXRED2,0
982,GUCA1A,0
983,FBXW12,0
984,WASHC5,0
985,CHCHD2,0
986,ANO2,0
987,IL1RAP,0
988,STUB1,0
989,CENPC,0
990,SNRPD3,0
991,CECR2,0
992,RPTN,0
993,NOD2,0
994,LRTOMT-2,0
995,SETMAR,0
996,B4GAT1,0
997,YAP1,0
998,CD9,0
999,UAP1,0
1000,AGL,0
1001,CLINT1,0
1002,MUC2,0
1003,CNP,0
1004,ATP1B3,0
1005,RGS3,0
1006,THBS4,0
1007,DOCK4,0
1008,STX8,0
1009,DBN1,0
1010,CCDC28B,0
1011,CYP17A1,0
1012,MST1R,0
1013,SERPINA6,0
1014,UBE2W,0
1015,FANCD2,0
1016,TMEM199,0
1017,TUBB6,0
1018,NUP88,0
1019,NANS,0
1020,MRPL51,0
1021,UBE3D,0
1022,AQP7,0
1023,AMT,0
1024,KDM4A,0
1025,MARK2,0
1026,MMP25,0
1027,SI,0
1028,PRAF2,0
1029,TPD52L1,0
1030,ARNTL2,0
1031,PLEKHA3,0
1032,INPP5D,0
1033,SP7,0
1034,DDX58,0
1035,TOMM40,0
1036,TWISTNB,0
1037,CPLX1,0
1038,SNTB2,0
1039,SULT1E1,0
1040,RPGRIP1,0
1041,NKX2-1,0
1042,CHCHD1,0
1043,CCDC146,0
1044,MYL3,0
1045,AMY1B,0
1046,MX2,0
1047,BRF2,0
1048,SULT1A4,0
1049,C17orf80,0
1050,GLTP,0
1051,PYY,0
1052,MYCBP2,0
1053,DYRK1B,0
1054,SEC24D,0
1055,ADAR,0
1056,ADORA2A,0
1057,LRCH3,0
1058,PAQR7,0
1059,C15orf40,0
1060,RGL2,0
1061,IL11RA,0
1062,GPR171,0
1063,ATP5PB,0
1064,PAX6,0
1065,CLEC4M,0
1066,H3C13,0
1067,MAP1B,0
1068,SNX8,0
1069,MIP,0
1070,RGS7,0
1071,NR5A2,0
1072,CLDN5,0
1073,TRAPPC11,0
1074,ESRRB,0
1075,SGCB,0
1076,MBD1,0
1077,ACADSB,0
1078,NNAT,0
1079,SLC12A3,0
1080,PMF1-BGLAP,0
1081,TNFRSF12A,0
1082,CLCN3,0
1083,ABL1,0
1084,INA,0
1085,PDE4A,0
1086,TRUB2,0
1087,AP1B1,0
1088,UBXN8,0
1089,DRC1,0
1090,FDXACB1,0
1091,VKORC1,0
1092,SRRD,0
1093,CDC34,0
1094,COX6A2,0
1095,CALCOCO1,0
1096,ASNSD1,0
1097,DPYSL2,0
1098,HAL,0
1099,RBM4,0
1100,IL1R2,0
1101,CCDC170,0
1102,IL1RL1,0
1103,FOXA3,0
1104,SIPA1L3,0
1105,KATNAL2,0
1106,RHOJ,0
1107,LYPLA1,0
1108,ATP6AP1L,0
1109,IKBKB,0
1110,NLRP8,0
1111,DHX8,0
1112,LCK,0
1113,IL2,0
1114,KIR2DL1,0
1115,PRKACA,0
1116,DUOX1,0
1117,WASHC2A,0
1118,ITGAL,0
1119,ACAP1,0
1120,ITGA1,0
1121,ANK2,0
1122,ARVCF,0
1123,INHBE,0
1124,OTX2,0
1125,DUSP8,0
1126,ARHGEF1,0
1127,ATP6V1B2,0
1128,FGFBP1,0
1129,TAF7,0
1130,PTGER3,0
1131,KDM5D,0
1132,CANX,0
1133,CETP,0
1134,PBK,0
1135,PABPC5,0
1136,CLDN1,0
1137,NUTF2,0
1138,USP9Y,0
1139,PCDH17,0
1140,SLC26A9,0
1141,COX4I2,0
1142,HSPBP1,0
1143,LTF,0
1144,GLB1,0
1145,ABCD3,0
1146,MAPRE1,0
1147,AFM,0
1148,USP5,0
1149,CKAP5,0
1150,CALB2,0
1151,DNAH11,0
1152,HSF4,0
1153,CXXC4,0
1154,TUBA8,0
1155,PDCD4,0
1156,CLDN3,0
1157,MKKS,0
1158,FERMT3,0
1159,MRPL3,0
1160,TRAF3IP3,0
1161,CDKN1C,0
1162,PRL,0
1163,AMY2A,0
1164,SMYD3,0
1165,BUD31,0
1166,CACYBP,0
1167,NME8,0
1168,CMTM1,0
1169,DDX56,0
1170,CNR1,0
1171,ECSIT,0
1172,ERG28,0
1173,SGSM2,0
1174,UVSSA,0
1175,ABCC8,0
1176,EIF4G3,0
1177,BPIFA2,0
1178,YTHDC2,0
1179,ATG2B,0
1180,COA3,0
1181,BMP8A,0
1182,PPP4C,0
1183,EVPL,0
1184,WDR47,0
1185,PUM2,0
1186,RPL17-C18orf32,0
1187,GPRASP1,0
1188,EFNA1,0
1189,ASCC3,0
1190,WDR34,0
1191,CYP2S1,0
1192,RRP12,0
1193,TNFSF9,0
1194,GRIA4,0
1195,RAB3GAP2,0
1196,FKBP14,0
1197,TAF1A,0
1198,SLC25A11,0
1199,BRD4,0
1200,PLA2G2C,0
1201,SCN4A,0
1202,RAD52,0
1203,METTL1,0
1204,COX4I1,0
1205,CDH6,0
1206,NLGN4Y,0
1207,MSH4,0
1208,DBNL,0
1209,THOC1,0
1210,SPAG5,0
1211,RHOBTB3,0
1212,NCOA7,0
1213,DSTN,0
1214,KDM4B,0
1215,SGF29,0
1216,CTSC,0
1217,NPAS4,0
1218,INF2,0
1219,ROR1,0
1220,MAU2,0
1221,FBXO44,0
1222,PEBP1,0
1223,DNAJC5B,0
1224,TRIM21,0
1225,FUCA2,0
1226,CLSTN1,0
1227,KLKB1,0
1228,GAS6,0
1229,PIH1D2,0
1230,NT5C1B-RDH14,0
1231,FUT7,0
1232,CALR,0
1233,SIGLEC1,0
1234,ATG4B,0
1235,MNT,0
1236,FEM1A,0
1237,LINC02218,0
1238,COPB2,0
1239,PILRB,0
1240,ZIC4,0
1241,TTC1,0
1242,SPATA5,0
1243,ODC1,0
1244,GAS2L2,0
1245,USP18,0
1246,PDRG1,0
1247,INPP5B,0
1248,SNRNP25,0
1249,UGT2B7,0
1250,BAG4,0
1251,KLHL21,0
1252,PLEKHA2,0
1253,FBXO8,0
1254,ABCD1,0
1255,IFT140,0
1256,CD14,0
1257,PDIA4,0
1258,MTERF4,0
1259,RAPH1,0
1260,FERMT1,0
1261,MAP3K2,0
1262,SMC1B,0
1263,CCND1,0
1264,KCNG1,0
1265,SNCG,0
1266,ITLN1,0
1267,PLXNA3,0
1268,NAT10,0
1269,HLX,0
1270,CHD8,0
1271,SENP6,0
1272,POLR2I,0
1273,SNX12,0
1274,ITGAX,0
1275,CRYBB2,0
1276,LY75,0
1277,TAMM41,0
1278,ERN2,0
1279,DEFA5,0
1280,HSD17B12,0
1281,MANF,0
1282,PVR,0
1283,CHSY1,0
1284,C15orf48,0
1285,PIGN,1
1286,NAPSA,0
1287,FOS,0
1288,GSC,0
1289,CRYAB,0
1290,CERS2,0
1291,AP5M1,0
1292,COL18A1,0
1293,GRIN2C,0
1294,ITGB8,0
1295,SPG11,0
1296,TICRR,0
1297,CENPJ,0
1298,MEF2C,0
1299,PRAG1,0
1300,BANF1,0
1301,RILPL2,0
1302,BCOR,1
1303,SCIN,0
1304,CD59,0
1305,DYNC1I1,0
1306,SOHLH1,0
1307,TM4SF19,0
1308,NIPA2,0
1309,NPFF,0
1310,NSA2,0
1311,HAAO,0
1312,MAP4K1,0
1313,EPHA2,0
1314,NCR3,0
1315,CFDP1,0
1316,SMAD7,0
1317,NFIL3,0
1318,CST3,0
1319,MAP3K7,0
1320,RSPH1,0
1321,AGRP,0
1322,KNG1,0
1323,RPL36A-HNRNPH2,0
1324,ZP2,0
1325,PABPC1L,0
1326,CD7,0
1327,SF3A2,0
1328,PPP4R1,0
1329,MICOS13,0
1330,LYPLAL1,0
1331,CAPN3,0
1332,GALR1,0
1333,GTPBP6,0
1334,MYO7A,0
1335,REC8,0
1336,EXOC6,0
1337,STK24,0
1338,SPTSSB,0
1339,PCGF3,0
1340,ECM2,0
1341,TIGAR,0
1342,CRY1,0
1343,MRC1,0
1344,NIPSNAP2,0
1345,NINJ1,0
1346,SLC25A24,0
1347,SPAST,0
1348,FABP1,0
1349,GOT1,0
1350,DLGAP5,0
1351,RPL12,0
1352,NPY1R,0
1353,EIF5,0
1354,PLEKHA7,0
1355,SLC35D1,0
1356,DCTN3,0
1357,FBXO24,0
1358,NFATC2,0
1359,KIF5B,0
1360,NCAN,0
1361,SERPING1,0
1362,H3C11,0
1363,CDH7,0
1364,CTRL,0
1365,PCGF1,0
1366,ADGRE1,0
1367,QDPR,0
1368,RPL23,0
1369,XPO1,0
1370,B4GALT1,0
1371,ENTPD2,0
1372,PRPF39,0
1373,ALDH1B1,0
1374,RPL10L,0
1375,ADD3,0
1376,TIMP4,0
1377,JMJD7-PLA2G4B,0
1378,PTPN18,0
1379,TADA3,0
1380,SMN2,0
1381,RXFP1,0
1382,MLKL,0
1383,ADGRL3,0
1384,GSTA5,0
1385,COX6A1,0
1386,PDCD6IP,0
1387,UBAP2L,0
